PROD,"('2012-08-30', 'AVGPRICE')","('2012-10-10', 'AVGPRICE')","('2012-11-01', 'AVGPRICE')","('2012-11-30', 'AVGPRICE')","('2013-01-01', 'AVGPRICE')","('2013-02-01', 'AVGPRICE')","('2013-03-01', 'AVGPRICE')","('2013-04-01', 'AVGPRICE')","('2013-05-01', 'AVGPRICE')","('2013-06-01', 'AVGPRICE')","('2013-07-01', 'AVGPRICE')","('2013-08-01', 'AVGPRICE')"
P34105,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P34109,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
P35082,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.5,18.0,18.5
P35088,4.0,4.0,4.0,4.0,4.0,,,,,4.0,,
P35210,18.0,18.0,18.0,18.0,18.0,,,,,,,
P35600,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,11.0,,
P36852,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,
P37330,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,
P373801,,,7.0,,,,,,,7.0,,
P374101,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
P374159,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P374273,15.0,15.0,15.0,15.0,15.0,15.0,,,,15.0,,
P374303,12.0,12.0,12.0,12.0,,,,,,,,
P374512,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
P374524,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P374538,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5
P374540,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5
P374544,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5
P374551,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P374552,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
P374559,14.0,14.0,14.0,14.0,,,,,14.0,14.0,,
P374561,,,,,,,,,,,,17.5
P374580,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5
P374582,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
P374585,14.5,14.5,14.5,14.5,14.5,,,14.5,14.5,14.5,14.5,14.5
P374592,10.0,10.0,10.0,10.0,,,,,,10.0,,
P374602,15.0,15.0,15.0,15.0,,,,,,,,
P374705,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P374808,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
P374810,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
P374811,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P374812,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
P374813,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
P374826,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
P374832,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,,,,
P374843,16.0,,,,,,,,,,,
P374845,15.0,15.0,15.0,15.0,,,,,,,,
P374905,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
P374906,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
P374907,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P374908,0.8,0.8,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0
P374909,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
P374910,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
P374911,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
P374912,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
P374938,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
P374947,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
P375001,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
P375105,9.5,9.5,9.5,9.5,9.5,,,,,,,
P375108,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
P375109,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
P375110,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P375137,16.0,16.0,16.0,16.0,,,,,,,,
P375139,16.0,16.0,16.0,10.0,,,,,,,,
P375143,,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P375155,,,12.0,12.0,12.0,12.0,12.0,12.0,,12.0,,
P375162,16.0,16.0,16.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
P375163,16.0,16.0,16.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P375164,16.0,16.0,16.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P375165,16.0,16.0,16.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P375205,12.0,12.0,12.0,12.0,,,,,,,,
P375265,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P375266,19.0,19.0,19.0,,,,,,,,,
P375271,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P375272,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
P375294,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P375315,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P375340,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
P375348,16.0,16.0,16.0,16.0,,,,,,,,
P375350,10.0,10.0,10.0,10.0,,,,,,,,
P375359,18.0,,,10.0,10.0,10.0,10.0,10.0,,18.0,,
P375366,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,
P375367,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P375368,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P375370,14.0,14.0,14.0,,,,,,,,,
P375371,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P375380,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P375397,16.0,16.0,16.0,16.0,16.0,,,16.0,,5.0,,
P375399,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
P375407,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
P375444,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,
P375445,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,
P375461,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P375506,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
P375509,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0,15.0,15.0,15.0
P375510,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P375625,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P375641,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
P375642,5.0,5.0,5.0,,,,,,,,,
P375644,,18.0,,,,,,,,,,
P375645,,,14.0,14.0,14.0,14.0,14.0,,,,,
P375646,,9.0,5.0,5.0,5.0,,,,5.0,,,
P375647,,14.0,7.0,,,,,,,14.0,,
P375650,14.0,12.5,12.5,12.5,12.5,14.0,14.0,14.0,17.0,17.0,17.0,17.0
P375668,,,,,,,,,16.0,16.0,16.0,16.0
P375703,,,,,,,,15.0,15.0,15.0,15.0,15.0
P375719,15.0,,,,,,,,,,,
P375727,,,17.0,17.0,17.0,17.0,,,,,,
P375728,,,13.0,13.0,13.0,13.0,13.0,13.0,,,,
P375729,,,15.0,15.0,15.0,,,,,,,
P375755,12.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,,10.0,,
P375767,15.0,15.0,15.0,,,,,,,,,
P375833,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
P375902,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
P375903,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5
P375904,14.0,14.0,14.0,,,,,,14.0,14.0,14.0,14.0
P375919,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P375921,,12.0,12.0,12.0,12.0,12.0,12.0,,,,,
P375926,,,,,,,,,,13.0,,
P375927,,,,,,,,,,13.0,,
P375945,,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,
P375952,16.0,16.0,16.0,16.0,16.0,16.0,18.0,,,,,
P376007,,,,,,,,,,17.0,17.0,17.0
P376010,,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
P376018,,16.0,16.0,16.0,16.0,16.0,16.0,,,,,
P376021,,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
P376028,,,,10.0,,10.0,,,,10.0,,
P376033,,16.0,16.0,16.0,16.0,,,,,16.0,,
P376034,,15.0,15.0,15.0,,15.0,,,,15.0,,
P376037,,6.0,6.0,6.0,,,,6.0,,6.0,,
P376039,,5.0,5.0,5.0,5.0,,,5.0,,5.0,,
P376040,,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
P376044,,16.0,16.0,16.0,,,,,,,,
P376045,,,,15.0,15.0,,,,,15.0,,
P376046,,,15.0,,15.0,15.0,15.0,15.0,15.0,15.0,,
P376047,,,,,18.0,,,,,18.0,,
P376048,,8.0,8.0,8.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0
P376049,,10.0,10.0,10.0,10.0,10.0,,,,,,
P376051,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
P376081,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P376089,,,,,,,,,,10.0,,
P376098,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P376126,,18.0,,18.0,18.0,18.0,18.0,18.0,,18.0,,
P376163,,12.0,12.0,12.0,12.0,12.0,,12.0,,,,
P376164,,11.0,11.0,11.0,11.0,11.0,8.0,8.0,,11.0,,
P376166,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,
P376169,,,18.0,18.0,18.0,18.0,18.0,18.0,,18.0,,18.0
P376189,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,12.0,12.0
P376190,,15.0,15.0,15.0,15.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
P376191,,,15.0,15.0,15.0,,,,,,,
P376192,,,15.0,15.0,,,,,,,,
P376193,,,16.0,16.0,16.0,16.0,16.0,16.0,,16.0,,
P376194,,,14.0,14.0,14.0,14.0,,,,14.0,,
P376195,,,14.0,14.0,,,,,,14.0,,
P376198,,12.0,12.0,12.0,,,,,,,,
P376209,,16.0,16.0,16.0,,,,,,,,
P37621,6.0,,,,6.0,,,,,,,
P376212,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
P376216,,5.0,5.0,5.0,,,,,,5.0,,
P376234,,12.0,12.0,12.0,,,,,,,,
P376235,,12.0,12.0,12.0,,,,,,,,
P376240,,,11.0,,,,,,,,,
P376243,,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
P376244,,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
P376292,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P376298,,16.0,16.0,16.0,,,,,,,,
P376300,,,,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0
P376403,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,
P376410,,18.5,18.5,18.5,18.5,,,,,18.5,,
P376413,,16.0,16.0,16.0,,,,,,,,
P376423,,16.0,16.0,16.0,,,,,,16.0,,
P376426,,16.0,16.0,16.0,,,,,,,,
P376427,,,,,10.0,10.0,,,,10.0,,
P376433,,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0
P376454,,,19.5,19.5,,,,,,,,
P376458,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P376465,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
P376470,,,,,,,16.0,16.0,16.0,16.0,16.0,16.0
P376471,,10.0,10.0,10.0,,10.0,,10.0,,,,
P376472,,,,,,,,,,,10.0,10.0
P376506,,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0
P376611,,18.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
P376613,,16.0,16.0,16.0,,,,,,,,
P376624,,15.0,15.0,15.0,,,,,,,,
P376625,,,15.0,15.0,,,,,,,,
P376629,,,15.0,15.0,,,,,,,,
P376632,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P376637,,,8.0,8.0,,,,,,,,
P376642,,16.0,16.0,16.0,16.0,,,,,,,
P376647,,19.0,19.0,19.0,,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P376648,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,,
P376733,,16.5,16.5,,,,,,,,,
P376735,,,,10.0,10.0,10.0,10.0,10.0,,10.0,,
P376739,,,14.5,14.5,,,,,,,,
P376757,,16.0,16.0,16.0,,,,,,,,
P376758,,16.0,16.0,16.0,,,,,,,,
P376759,,10.0,10.0,10.0,,,,,,,,
P376760,,10.0,10.0,10.0,,,,,,,,
P376769,,,8.0,8.0,,,,,,8.0,,
P376806,,18.0,18.0,18.0,,,,,,,,
P376809,,,,,,,,,,10.0,,
P376836,,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,,
P376845,,12.0,12.0,,,,,,,,,
P376848,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P376854,,10.0,16.0,16.0,,,,,,16.0,,
P376856,,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,
P376861,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P376863,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P376885,,,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P376894,,,,,,,,,,15.0,15.0,15.0
P376967,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P376974,,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P377008,,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P377010,,,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
P377013,,,18.0,18.0,,,,,,,18.0,18.0
P377021,,,16.0,16.0,16.0,16.0,16.0,,,,,
P377047,,,,18.0,18.0,,,,18.0,18.0,,
P377106,,,,,,,16.0,16.0,17.0,17.0,17.0,17.0
P377109,,,,10.0,10.0,10.0,10.0,10.0,,10.0,,
P377111,,,,,18.0,18.0,18.0,18.0,,,,
P377114,,,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
P377115,,,,,15.0,15.0,15.0,15.0,,,,
P377116,,,,,5.0,5.0,5.0,5.5,4.5,6.0,6.0,6.0
P377117,,,,,16.0,16.0,16.0,16.0,,,,
P377118,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
P377119,,,,,18.0,18.0,18.0,18.0,,,,
P377120,,,,,,1.5,1.5,1.5,1.5,1.5,1.5,1.5
P377127,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P377131,,,10.0,10.0,,,10.0,,,,,
P377193,,,,,16.0,16.0,16.0,16.0,16.0,16.0,,
P377195,,,,,,14.0,14.0,,,,,
P377196,,,,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0
P377197,,,,,,10.0,10.0,10.0,10.0,,,
P377198,,,,,,17.0,17.0,17.0,17.0,17.0,17.0,17.0
P377199,,,,,,14.0,14.0,14.0,14.0,14.0,,
P377201,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
P377203,,,,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
P377204,,,,12.0,,,,,,,,
P377218,,,,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
P377219,,,,,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
P377220,,,,8.0,,,,,,8.0,,
P377256,,,,,,16.0,16.0,16.0,16.0,16.0,16.0,16.0
P377258,,,,,,12.0,12.0,12.0,12.0,12.0,12.0,
P377270,,,,10.0,10.0,10.0,10.0,10.0,,10.0,,
P377278,,,,,,,,16.0,16.0,16.0,16.0,16.0
P377280,,,,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
P377281,,,,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
P377282,,,,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5
P377283,,,,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5
P377284,,,,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5
P377285,,,,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5
P377286,,,,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
P377287,,,,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
P377288,,,,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
P377289,,,,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
P377290,,,,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
P377291,,,,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
P377296,,,,,,13.0,13.0,13.0,13.0,13.0,13.0,13.0
P377327,,,,,17.0,16.5,16.5,16.5,16.5,,,
P377328,,,,,16.0,16.5,16.5,16.5,16.5,,,
P377335,,,,10.0,10.0,10.0,18.5,18.0,,19.0,,
P377348,,,,,,15.0,15.0,15.0,15.0,15.0,15.0,15.0
P377349,,,,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
P377350,,,,,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
P377351,,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P377352,,,,,,,12.0,12.0,12.0,12.0,12.0,12.0
P377372,,,,,,,,,10.0,10.0,10.0,10.0
P377373,,,,,,13.0,13.0,13.0,13.0,13.0,13.0,13.0
P377374,,,,,7.0,7.0,7.0,7.0,7.0,7.0,,
P377375,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P377380,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
P377381,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
P377382,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,
P377383,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0
P377389,,,,,,,,15.0,15.0,15.0,15.0,15.0
P377390,,,,10.0,,,,,,,,
P377402,,,,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P377408,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
P377409,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
P377411,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
P377412,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P377413,,,,,16.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0
P377419,,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P377429,,,,,19.0,19.0,19.0,19.0,19.0,,,
P377440,,,,,18.0,,,,,,,
P377442,,,,,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
P377447,,,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P377449,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P377450,,,,19.0,19.0,19.0,19.0,19.0,,,,
P377451,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P377452,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P377453,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P377461,,,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P377463,,,,19.0,19.0,19.0,19.0,19.0,,,,
P377466,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P377478,,,,18.0,18.0,18.0,18.0,,,,18.0,18.0
P377479,,,,19.0,19.0,19.0,19.0,19.0,,,,
P377498,,,,18.0,18.0,18.0,18.0,,,,,
P377500,,,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P377501,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P377505,,,,18.0,,,,,,,,
P377506,,,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P377508,,,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P377509,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,
P377514,,,,18.0,18.0,18.0,13.0,13.0,,,,
P377515,,,,18.0,18.0,18.0,18.0,18.0,,18.0,18.0,18.0
P377516,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P377517,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P377519,,,,19.0,19.0,19.0,19.0,19.0,,,,
P377520,,,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,
P377521,,,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,
P377524,,,,,15.0,15.0,15.0,15.0,15.0,15.0,15.0,
P377525,,,,,16.0,16.0,16.0,12.0,12.0,12.0,12.0,12.0
P377526,,,,,16.0,16.0,16.0,12.0,12.0,12.0,12.0,12.0
P377527,,,,,16.0,16.0,16.0,12.0,12.0,12.0,12.0,12.0
P377529,,,,,,14.0,14.0,14.0,14.0,,14.0,
P377530,,,,,8.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5
P377536,,,,,15.0,15.0,15.0,15.0,15.0,15.0,,
P377544,,,,,12.0,12.0,12.0,12.0,12.0,12.0,,
P377579,,,,,,19.0,19.0,19.0,,,,
P377583,,,,,16.0,16.0,16.0,17.0,,17.0,,
P377658,,,,,,14.0,14.0,14.0,14.0,14.0,,
P377660,,,,,,16.0,16.0,12.0,12.0,12.0,12.0,12.0
P377661,,,,,,,,,15.0,,,
P377675,,,,,,8.0,8.0,14.0,14.0,14.0,14.0,14.0
P377676,,,,,,8.0,8.0,14.0,,14.0,14.0,14.0
P377677,,,,,,8.0,8.0,8.0,14.0,14.0,14.0,14.0
P377682,,,,,,,18.0,,,,,
P377683,,,,,,,18.0,18.0,18.0,,,18.0
P377684,,,,,,,10.0,10.0,,,,
P377687,,,,,,,16.0,16.0,,,,
P377688,,,,,,,14.0,14.0,14.0,,,
P377691,,,,,,,17.0,17.0,17.0,,,
P377693,,,,,,,17.0,17.0,,17.0,,
P377694,,,,,,,18.0,18.0,,,,
P377695,,,,,,,18.0,,,,,
P377696,,,,,,,18.0,18.0,,,,
P377697,,,,,,,10.0,,,,,
P377707,,,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P377711,,,,,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
P377725,,,,,,15.0,15.0,15.0,15.0,15.0,15.0,15.0
P377734,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P377736,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P377738,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P377741,,,,,,,12.0,12.0,12.0,,,
P377743,,,,,,,10.0,10.0,10.0,,,
P377771,,,,,,,,,,12.0,12.0,12.0
P377773,,,,,,,,,15.0,15.0,,
P377784,,,,,,,,,9.0,9.0,9.0,9.0
P377785,,,,,,,,,9.0,9.0,9.0,9.0
P377786,,,,,,,,,15.0,15.0,15.0,15.0
P377787,,,,,,,,,7.0,7.0,7.0,7.0
P377802,,,,,18.0,18.0,,,,,,
P377813,,,,,,,16.0,16.0,16.0,16.0,16.0,16.0
P377902,,,,,,18.0,18.0,18.0,18.0,18.0,18.0,18.0
P377905,,,,,,,,8.0,8.0,8.0,8.0,8.0
P377906,,,,,,,,7.0,7.0,7.0,7.0,
P377907,,,,,,,,,,18.0,18.0,18.0
P377909,,,,,,,,,18.0,18.0,18.0,18.0
P377913,,,,,,,,,4.0,4.0,4.0,4.0
P378004,,,,,,,12.0,12.0,12.0,,,
P378006,,,,,,,18.0,18.0,18.0,18.0,18.0,18.0
P378007,,,,,,,18.0,18.0,18.0,18.0,18.0,18.0
P378008,,,,,,,18.0,18.0,18.0,18.0,18.0,18.0
P378009,,,,,,,18.0,18.0,18.0,18.0,18.0,18.0
P378011,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0
P378025,,,,,,,18.0,18.0,18.0,18.0,18.0,18.0
P378027,,,,,,,14.0,14.0,14.0,14.0,14.0,14.0
P378028,,,,,,,14.0,14.0,14.0,14.0,14.0,14.0
P378032,,,,,,,,,12.0,12.0,12.0,
P378033,,,,,,,,,12.0,,12.0,12.0
P378034,,,,,,,,,12.0,12.0,12.0,12.0
P378035,,,,,,,,,18.0,18.0,18.0,18.0
P378037,,,,,,,,,11.0,11.0,11.0,
P378039,,,,,,,,,12.0,12.0,12.0,12.0
P378041,,,,,,,,,9.0,9.0,9.0,9.0
P378048,,,,,,,18.0,18.0,18.0,18.0,18.0,18.0
P378054,,,,,,,,18.0,18.0,18.0,18.0,18.0
P378055,,,,,,,,18.0,18.0,18.0,18.0,18.0
P378056,,,,,,,,18.0,18.0,18.0,18.0,18.0
P378057,,,,,,,,18.0,18.0,18.0,18.0,18.0
P378059,,,,,,,19.0,19.0,19.0,19.0,19.0,19.0
P378061,,,,,,14.0,14.0,14.0,14.0,14.0,14.0,14.0
P378116,,,,,,,16.5,16.5,16.5,,,
P378117,,,,,,,16.5,16.5,16.5,16.5,,
P378135,,,,,,,17.0,17.0,17.0,,,
P378140,,,,,,,15.0,15.0,15.0,15.0,15.0,15.0
